address,city,district,districtid,districtncesid,enrollment,fax,graderange,gsid,gsrating,lat,lon,name,ncesid,overviewlink,phone,ratingslink,reviewslink,schoolstatslink,state,type,website
"822 65th Street, 
San Diego, CA  92114",San Diego,San Diego Unified School District,705,0634320,504,(619) 264-5484,K-5,6136,5,32.714916,-117.05901,Encanto Elementary School,063432005452,https://www.greatschools.org/california/san-diego/6136-Encanto-Elementary-School/?s_cid=gsapi,(619) 344-6700,https://www.greatschools.org/school/rating.page?state=CA&id=6136&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6136&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6136,CA,public,http://www.sandi.net/Encanto
"6134 Benson Avenue, 
San Diego, CA  92114",San Diego,San Diego Unified School District,705,0634320,270,,K-8,31084,2,32.705696,-117.065,Epiphany Prep Charter,063432013053,https://www.greatschools.org/california/san-diego/31084-Epiphany-Prep-Charter/?s_cid=gsapi,(619) 766-2180,https://www.greatschools.org/school/rating.page?state=CA&id=31084&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=31084&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/31084,CA,charter,http://www.epiphanyprep.org/
"1120 South Euclid Avenue, 
Ontario, CA  91762",Ontario,Ontario-Montclair Elementary School District,612,0628470,611,(909) 459-2769,K-6,5179,3,34.052303,-117.65116,Euclid Elementary School,062847004398,https://www.greatschools.org/california/ontario/5179-Euclid-Elementary-School/?s_cid=gsapi,(909) 984-5119,https://www.greatschools.org/school/rating.page?state=CA&id=5179&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5179&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5179,CA,public,
"405 West Fallbrook Street, 
Fallbrook, CA  92028",Fallbrook,Fallbrook Union Elementary School District,686,0613500,730,(760) 723-4871,K-6,5912,4,33.37849,-117.25527,Fallbrook Street Elementary School,061350001539,https://www.greatschools.org/california/fallbrook/5912-Fallbrook-Street-Elementary-School/?s_cid=gsapi,(760) 731-4000,https://www.greatschools.org/school/rating.page?state=CA&id=5912&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5912&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5912,CA,public,
"933 Farr Avenue, 
Escondido, CA  92026",Escondido,Escondido Union School District,684,0612880,691,(760) 504-0170,K-5,14474,2,33.138794,-117.07761,Farr Avenue Elementary School,061288011129,https://www.greatschools.org/california/escondido/14474-Farr-Avenue-Elementary-School/?s_cid=gsapi,(760) 735-3049,https://www.greatschools.org/school/rating.page?state=CA&id=14474&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=14474&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/14474,CA,public,
"737 West 13th Avenue, 
Escondido, CA  92025",Escondido,Escondido Union School District,684,0612880,718,(760) 745-1462,K-5,5891,3,33.106514,-117.08247,Felicita Elementary School,061288001454,https://www.greatschools.org/california/escondido/5891-Felicita-Elementary-School/?s_cid=gsapi,(760) 432-2444,https://www.greatschools.org/school/rating.page?state=CA&id=5891&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5891&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5891,CA,public,http://eusd4kids.org/
"3950 Byrd Street, 
San Diego, CA  92154",San Diego,Chula Vista Elementary School District,677,0608610,380,(619) 428-4138,K-6,5834,8,32.585133,-117.04839,Finney (Myrtle S.) Elementary School,060861000859,https://www.greatschools.org/california/san-diego/5834-Finney-(Myrtle-S.)-Elementary-School/?s_cid=gsapi,(619) 690-1334,https://www.greatschools.org/school/rating.page?state=CA&id=5834&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5834&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5834,CA,public,http://schools.cvesd.org/schools/finney/
"1690 Wandering Road, 
Encinitas, CA  92024",Encinitas,Encinitas Union Elementary School District,683,0612750,428,(760) 944-4385,K-6,5880,9,33.055313,-117.25286,Flora Vista Elementary School,061275001435,https://www.greatschools.org/california/encinitas/5880-Flora-Vista-Elementary-School/?s_cid=gsapi,(760) 944-4329,https://www.greatschools.org/school/rating.page?state=CA&id=5880&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5880&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5880,CA,public,www.eusd.k12.ca.us/fv
"9733 Deschutes Road, 
Palo Cedro, CA  96073",Palo Cedro,Shasta Union High,742,0636600,1291,(530) 245-2700,9-12,6519,7,40.528988,-122.2387,Foothill High School,063660010326,https://www.greatschools.org/california/palo-cedro/6519-Foothill-High-School/?s_cid=gsapi,(530) 547-1700,https://www.greatschools.org/school/rating.page?state=CA&id=6519&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6519&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6519,CA,public,www.foothillcougars.com/
"13900 Foster Avenue, 
Baldwin Park, CA  91706",Baldwin Park,Baldwin Park Unified,253,0603690,703,(626) 856-4286,K-6,1497,4,34.072224,-117.9723,Foster Elementary School,060369000330,https://www.greatschools.org/california/baldwin-park/1497-Foster-Elementary-School/?s_cid=gsapi,(626) 962-8111,https://www.greatschools.org/school/rating.page?state=CA&id=1497&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=1497&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/1497,CA,public,https://fe-bpusd-ca.schoolloop.com/
"332 North Township Road, 
Yuba City, CA  95993",Yuba City,Franklin Elementary,908,0614340,477,(530) 822-5177,K-8,7335,8,39.12773,-121.68906,Franklin Elementary School,061434001642,https://www.greatschools.org/california/yuba-city/7335-Franklin-Elementary-School/?s_cid=gsapi,(530) 822-5151,https://www.greatschools.org/school/rating.page?state=CA&id=7335&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=7335&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/7335,CA,public,http://www.franklin.k12.ca.us/
"11625 Fuerte Drive, 
El Cajon, CA  92020",El Cajon,Cajon Valley Union School District,676,0606810,601,(619) 579-4825,K-5,5809,8,32.76113,-116.94679,Fuerte Elementary School,060681000614,https://www.greatschools.org/california/el-cajon/5809-Fuerte-Elementary-School/?s_cid=gsapi,(619) 588-3134,https://www.greatschools.org/school/rating.page?state=CA&id=5809&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5809&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5809,CA,public,http://www.cajonvalley.net/fuerte
"720 Ninth Street, 
Ramona, CA  92065",Ramona,Ramona City Unified School District,700,0631710,36,(760) 788-3754,7-12,12633,1,33.039497,-116.86308,Future Bound Independent Study Secondary School,063171011172,https://www.greatschools.org/california/ramona/12633-Future-Bound-Independent-Study-Secondary-School/?s_cid=gsapi,(760) 787-2068,https://www.greatschools.org/school/rating.page?state=CA&id=12633&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=12633&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/12633,CA,public,www.ramonausd.net
"14614 Garden Road, 
Poway, CA  92064",Poway,Poway Unified School District,699,0631530,440,(858) 748-2961,K-5,6032,8,32.95622,-117.01434,Garden Road Elementary School,063153004886,https://www.greatschools.org/california/poway/6032-Garden-Road-Elementary-School/?s_cid=gsapi,(858) 748-0230,https://www.greatschools.org/school/rating.page?state=CA&id=6032&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6032&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6032,CA,public,www.powayusd.com/pusdgres
"2001 Rimbey Street, 
San Diego, CA  92154",San Diego,South Bay Union Elementary,703,0637380,551,(619) 628-3580,K-6,6075,3,32.56818,-117.08999,Godfrey G. Berry Elementary School,063738006316,https://www.greatschools.org/california/san-diego/6075-Godfrey-G.-Berry-Elementary-School/?s_cid=gsapi,(619) 628-3500,https://www.greatschools.org/school/rating.page?state=CA&id=6075&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6075&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6075,CA,public,
"1240 33rd Street, 
San Diego, CA  92102",San Diego,San Diego Unified School District,705,0634320,422,(619) 236-5690,K-8,14622,4,32.718754,-117.12338,Golden Hill K-8,063432011157,https://www.greatschools.org/california/san-diego/14622-Golden-Hill-K-8/?s_cid=gsapi,(619) 236-5600,https://www.greatschools.org/school/rating.page?state=CA&id=14622&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=14622&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/14622,CA,public,
"1719 East Madison Avenue, 
El Cajon, CA  92019",El Cajon,Grossmont Union High School District,688,0616230,2478,(619) 588-9389,9-12,5925,7,32.800186,-116.91681,Granite Hills High School,061623002020,https://www.greatschools.org/california/el-cajon/5925-Granite-Hills-High-School/?s_cid=gsapi,(619) 593-5500,https://www.greatschools.org/school/rating.page?state=CA&id=5925&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5925&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5925,CA,public,http://granite.guhsd.net/
"13881 Campo Road, 
Jamul, CA  91935",Jamul,Jamul-Dulzura Union Elementary,689,0618730,478,(619) 669-3066,K-12,11102,6,32.717278,-116.87701,Greater San Diego Academy,061873008302,https://www.greatschools.org/california/jamul/11102-Greater-San-Diego-Academy/?s_cid=gsapi,(619) 669-3050,https://www.greatschools.org/school/rating.page?state=CA&id=11102&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=11102&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/11102,CA,charter,http://www.gsdacademy.com
"2000 North Santa Fe Avenue, 
Vista, CA  92083",Vista,Vista Unified School District,714,0641190,1275,(760) 631-8506,K-12,6319,7,33.23015,-117.2488,Guajome Park Academy Charter,064119003964,https://www.greatschools.org/california/vista/6319-Guajome-Park-Academy-Charter/?s_cid=gsapi,(760) 631-8500,https://www.greatschools.org/school/rating.page?state=CA&id=6319&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6319&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6319,CA,charter,www.guajome.net
"475 East J Street, 
Chula Vista, CA  91910",Chula Vista,Chula Vista Elementary School District,677,0608610,516,(619) 421-8746,K-6,5835,8,32.634365,-117.04331,Halecrest Elementary School,060861000860,https://www.greatschools.org/california/chula-vista/5835-Halecrest-Elementary-School/?s_cid=gsapi,(619) 421-0771,https://www.greatschools.org/school/rating.page?state=CA&id=5835&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5835&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5835,CA,public,http://schools.cvesd.org/schools/halecrest/
"1269 Leland Way, 
Hanford, CA  93230",Hanford,Hanford Elementary,188,0616470,556,(559) 583-7295,K-6,17103,5,36.3498,-119.6257,Hamilton Elementary School,061647011606,https://www.greatschools.org/california/hanford/17103-Hamilton-Elementary-School/?s_cid=gsapi,(559) 585-3820,https://www.greatschools.org/school/rating.page?state=CA&id=17103&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=17103&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/17103,CA,public,www.hesd.k12.ca.us/hes/
"681 Naples Street, 
Chula Vista, CA  91911",Chula Vista,Chula Vista Elementary School District,677,0608610,680,(619) 422-7361,K-6,5836,5,32.60909,-117.08552,Harborside Elementary School,060861000861,https://www.greatschools.org/california/chula-vista/5836-Harborside-Elementary-School/?s_cid=gsapi,(619) 422-8369,https://www.greatschools.org/school/rating.page?state=CA&id=5836&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5836&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5836,CA,public,http://schools.cvesd.org/schools/harborside/
"5420 Montezuma Road, 
San Diego, CA  92115",San Diego,San Diego Unified School District,705,0634320,408,(619) 286-2016,K-5,6156,8,32.772194,-117.07944,Hardy Elementary School,063432005475,https://www.greatschools.org/california/san-diego/6156-Hardy-Elementary-School/?s_cid=gsapi,(619) 582-0136,https://www.greatschools.org/school/rating.page?state=CA&id=6156&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6156&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6156,CA,public,https://www.sandiegounified.org/schools/hardy
"2710 Iris Avenue, 
San Diego, CA  92154",San Diego,Sweetwater Union High School District,710,0638640,270,,K-12,31138,5,32.56913,-117.07522,"Stephen W. Hawkings II Science, Technology, Engineering, Art And Math Charter",063864013457,"https://www.greatschools.org/california/san-diego/31138-Stephen-W.-Hawkings-II-Science,-Technology,-Engineering,-Art-And-Math-Charter/?s_cid=gsapi",(619) 628-2650,https://www.greatschools.org/school/rating.page?state=CA&id=31138&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=31138&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/31138,CA,charter,
"705 West Hawthorne Street, 
Ontario, CA  91762",Ontario,Ontario-Montclair Elementary School District,612,0628470,761,(909) 459-2808,K-6,5180,3,34.083344,-117.66082,Hawthorne Elementary School,062847004399,https://www.greatschools.org/california/ontario/5180-Hawthorne-Elementary-School/?s_cid=gsapi,(909) 986-6582,https://www.greatschools.org/school/rating.page?state=CA&id=5180&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5180&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5180,CA,public,
"3910 University Avenue, Suite 100, 
Suite 100
San Diego, CA  92105",San Diego,San Diego Unified School District,705,0634320,569,(619) 528-9084,10-12,17706,6,32.74972,-117.11045,Health Sciences High School,063432012179,https://www.greatschools.org/california/san-diego/17706-Health-Sciences-High-School/?s_cid=gsapi,(619) 528-9070,https://www.greatschools.org/school/rating.page?state=CA&id=17706&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=17706&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/17706,CA,charter,
"3910 University Avenue, 
San Diego, CA  92105",San Diego,San Diego Unified School District,705,0634320,150,,6-9,31136,4,32.75,-117.10996,Health Sciences Middle,063432013655,https://www.greatschools.org/california/san-diego/31136-Health-Sciences-Middle/?s_cid=gsapi,(619) 528-9070,https://www.greatschools.org/school/rating.page?state=CA&id=31136&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=31136&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/31136,CA,charter,
"7323 University Avenue, 
La Mesa, CA  91941",La Mesa,Grossmont Union High School District,688,0616230,2445,(619) 462-9257,9-12,5927,8,32.75593,-117.03981,Helix High School,061623002023,https://www.greatschools.org/california/la-mesa/5927-Helix-High-School/?s_cid=gsapi,(619) 466-4194,https://www.greatschools.org/school/rating.page?state=CA&id=5927&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5927&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5927,CA,charter,www.helixcharter.net
"1855 East Valley Parkway, 
Escondido, CA  92027",Escondido,Escondido Union School District,684,0612880,602,(760) 737-9322,K-8,12440,8,33.136253,-117.05446,Heritage K-8 Charter School,061288011228,https://www.greatschools.org/california/escondido/12440-Heritage-K-8-Charter-School/?s_cid=gsapi,(760) 737-3111,https://www.greatschools.org/school/rating.page?state=CA&id=12440&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=12440&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/12440,CA,charter,
"2700 Reed Road, 
Escondido, CA  92027",Escondido,Escondido Union School District,684,0612880,1153,(760) 480-0845,6-8,5895,3,33.133705,-117.03329,Hidden Valley Middle School,061288001457,https://www.greatschools.org/california/escondido/5895-Hidden-Valley-Middle-School/?s_cid=gsapi,(760) 432-2457,https://www.greatschools.org/school/rating.page?state=CA&id=5895&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5895&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5895,CA,public,https://sites.google.com/a/eusd.org/hvms-website/
"1949 Discovery Falls Drive, 
Chula Vista, CA  91915",Chula Vista,Sbc - High Technical High,1220,0601322,409,(619) 591-2553,K-5,25634,4,32.616646,-116.95317,High Tech Elementary Chula Vista School,060132212726,https://www.greatschools.org/california/chula-vista/25634-High-Tech-Elementary-Chula-Vista-School/?s_cid=gsapi,(619) 243-5014,https://www.greatschools.org/school/rating.page?state=CA&id=25634&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=25634&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/25634,CA,charter,www.hightechhigh.org
"1480 West San Marcos Boulevard, 
San Marcos, CA  92078",San Marcos,Sbc - High Technical High,1220,0601322,306,,K-5,31113,2,33.13144,-117.20377,High Tech Elementary North County,060132213517,https://www.greatschools.org/california/san-marcos/31113-High-Tech-Elementary-North-County/?s_cid=gsapi,(619) 243-5014,https://www.greatschools.org/school/rating.page?state=CA&id=31113&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=31113&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/31113,CA,charter,www.hightechhigh.org
"1945 Discovery Falls Drive, 
Chula Vista, CA  91915",Chula Vista,Sbc - High Technical High,1220,0601322,626,(619) 591-2503,9-12,17476,6,32.620693,-116.95979,High Tech High Chula Vista School,060132212083,https://www.greatschools.org/california/chula-vista/17476-High-Tech-High-Chula-Vista-School/?s_cid=gsapi,(619) 243-5014,https://www.greatschools.org/school/rating.page?state=CA&id=17476&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=17476&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/17476,CA,charter,www.hightechhigh.org
"2855 Farragut Road, 
San Diego, CA  92106",San Diego,San Diego Unified School District,705,0634320,400,(619) 758-1960,9-12,14535,7,32.72875,-117.22068,High Tech High International School,063432011138,https://www.greatschools.org/california/san-diego/14535-High-Tech-High-International-School/?s_cid=gsapi,(619) 398-4908,https://www.greatschools.org/school/rating.page?state=CA&id=14535&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=14535&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/14535,CA,charter,www.hightechhigh.org/schools/hthi
"1420 San Marcos Boulevard, 
San Marcos, CA  92078",San Marcos,Sbc - High Technical High,1220,0601322,549,(760) 759-2799,9-12,17469,7,33.13146,-117.20153,High Tech High North County School,060132212064,https://www.greatschools.org/california/san-marcos/17469-High-Tech-High-North-County-School/?s_cid=gsapi,(619) 243-5014,https://www.greatschools.org/school/rating.page?state=CA&id=17469&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=17469&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/17469,CA,charter,www.hightechhigh.org
"1949 Discovery Falls Drive, 
Chula Vista, CA  91915",Chula Vista,Sbc - High Technical High,1220,0601322,319,,6-8,25635,4,32.616646,-116.95317,High Tech Middle Chula Vista School,060132212642,https://www.greatschools.org/california/chula-vista/25635-High-Tech-Middle-Chula-Vista-School/?s_cid=gsapi,(619) 243-5014,https://www.greatschools.org/school/rating.page?state=CA&id=25635&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=25635&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/25635,CA,charter,www.hightechhigh.org
"555 Claire Avenue, 
Chula Vista, CA  91910",Chula Vista,Sweetwater Union High School District,710,0638640,2174,(619) 425-3284,9-12,6287,7,32.63684,-117.05993,Hilltop Senior High School,063864006484,https://www.greatschools.org/california/chula-vista/6287-Hilltop-Senior-High-School/?s_cid=gsapi,(619) 476-4200,https://www.greatschools.org/school/rating.page?state=CA&id=6287&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6287&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6287,CA,public,www.sweetwaterschools.org
"4801 Elm Street, 
San Diego, CA  92102",San Diego,San Diego Unified School District,705,0634320,151,(619) 266-7330,K-8,11115,2,32.70272,-117.08702,Holly Drive Leadership Academy,063432008306,https://www.greatschools.org/california/san-diego/11115-Holly-Drive-Leadership-Academy/?s_cid=gsapi,(619) 266-7333,https://www.greatschools.org/school/rating.page?state=CA&id=11115&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=11115&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/11115,CA,charter,www.hdla.org
"5020 Barlin Avenue, 
Lakewood, CA  90712",Lakewood,Long Beach Unified School District,292,0622500,455,(562) 633-3083,K-5,2568,4,33.85079,-118.14903,Holmes Elementary School,062250002723,https://www.greatschools.org/california/lakewood/2568-Holmes-Elementary-School/?s_cid=gsapi,(562) 633-4427,https://www.greatschools.org/school/rating.page?state=CA&id=2568&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=2568&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/2568,CA,public,http://hol-lbusd-ca.schoolloop.com/
"613 West Teapot Dome Avenue, 
Porterville, CA  93257",Porterville,Hope Elementary,964,0617520,236,,K-8,7457,2,36.022194,-119.03098,Hope Elementary School,061752002191,https://www.greatschools.org/california/porterville/7457-Hope-Elementary-School/?s_cid=gsapi,(559) 784-1064,https://www.greatschools.org/school/rating.page?state=CA&id=7457&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=7457&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/7457,CA,public,http://www.cde.ca.gov/re/sd/details.asp?cds=54719440000000&Public=Y
"4877 Orange Avenue, 
San Diego, CA  92115",San Diego,San Diego Unified School District,705,0634320,521,(619) 516-0355,K-5,14629,4,32.75305,-117.08953,Ibarra Elementary School,063432011384,https://www.greatschools.org/california/san-diego/14629-Ibarra-Elementary-School/?s_cid=gsapi,(619) 641-5400,https://www.greatschools.org/school/rating.page?state=CA&id=14629&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=14629&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/14629,CA,public,http://www.sandi.net/ibarra
"1600 Cuyamaca Street, 
El Cajon, CA  92020",El Cajon,Grossmont Union High School District,688,0616230,,,9-12,32164,,32.81686,-116.97966,Idea Center,,https://www.greatschools.org/california/el-cajon/32164-Idea-Center/?s_cid=gsapi,(619) 956-4332,https://www.greatschools.org/school/rating.page?state=CA&id=32164&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=32164&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/32164,CA,public,www.guhsd.net/our-schools/idea
"2655 Casey Street, 
San Diego, CA  92139",San Diego,San Diego Unified School District,705,0634320,1257,(619) 475-9748,K-5,6258,6,32.68034,-117.03867,Zamorano Elementary School,063432008965,https://www.greatschools.org/california/san-diego/6258-Zamorano-Elementary-School/?s_cid=gsapi,(619) 430-1400,https://www.greatschools.org/school/rating.page?state=CA&id=6258&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6258&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6258,CA,public,http://new.sandi.net/schools/zamorano
"3939 Conde Street, 
San Diego, CA  92110",San Diego,San Diego Unified School District,705,0634320,58,(619) 764-5484,9-12,25137,8,32.75122,-117.19481,iHigh Virtual Academy,063432012534,https://www.greatschools.org/california/san-diego/25137-IHigh-Virtual-Academy/?s_cid=gsapi,(619) 764-5440,https://www.greatschools.org/school/rating.page?state=CA&id=25137&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=25137&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/25137,CA,public,http://www.sandi.net/ihigh
"650 Imperial Beach Boulevard, 
Imperial Beach, CA  91932",Imperial Beach,South Bay Union Elementary,703,0637380,921,(619) 628-5680,K-8,6079,7,32.576603,-117.11966,Imperial Beach Charter School,063738006320,https://www.greatschools.org/california/imperial-beach/6079-Imperial-Beach-Charter-School/?s_cid=gsapi,(619) 628-5600,https://www.greatschools.org/school/rating.page?state=CA&id=6079&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6079&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6079,CA,charter,www.sbusd.org
"6130 Skyline Drive, 
San Diego, CA  92114",San Diego,San Diego Unified School District,705,0634320,,,6-12,32176,,32.702038,-117.064644,Ingenuity Charter,,https://www.greatschools.org/california/san-diego/32176-Ingenuity-Charter/?s_cid=gsapi,(619) 263-3009,https://www.greatschools.org/school/rating.page?state=CA&id=32176&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=32176&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/32176,CA,charter,www.ingenuitycharter.org
"14545 Lyons Valley Road, 
Jamul, CA  91935",Jamul,Jamul-Dulzura Union Elementary,689,0618730,133,(619) 669-5324,4-5,5933,5,32.72838,-116.85451,Jamul Intermediate School,061873003937,https://www.greatschools.org/california/jamul/5933-Jamul-Intermediate-School/?s_cid=gsapi,(619) 669-7900,https://www.greatschools.org/school/rating.page?state=CA&id=5933&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5933&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5933,CA,public,www.jdusd.net/intermediate.cfm
"3770 Utah Street, 
San Diego, CA  92104",San Diego,San Diego Unified School District,705,0634320,365,(619) 297-7053,K-5,6166,5,32.74722,-117.13324,Jefferson Elementary School,063432005485,https://www.greatschools.org/california/san-diego/6166-Jefferson-Elementary-School/?s_cid=gsapi,(619) 344-3300,https://www.greatschools.org/school/rating.page?state=CA&id=6166&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6166&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6166,CA,public,https://www.sandiegounified.org/schools/jefferson
"2001 Tavern Road, 
Alpine, CA  91901",Alpine,Alpine Union Elementary,672,0602100,570,(619) 445-6503,6-8,5787,5,32.82543,-116.77541,Joan Macqueen Middle School,060210000092,https://www.greatschools.org/california/alpine/5787-Joan-Macqueen-Middle-School/?s_cid=gsapi,(619) 445-3245,https://www.greatschools.org/school/rating.page?state=CA&id=5787&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5787&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5787,CA,public,www.alpineschools.net/joanmac
"621 East 18th Street, 
National City, CA  91950",National City,National Elementary,696,0626670,456,(619) 336-8855,K-6,5997,5,32.66906,-117.09721,John A. Otis Elementary School,062667004049,https://www.greatschools.org/california/national-city/5997-John-A.-Otis-Elementary-School/?s_cid=gsapi,(619) 336-8800,https://www.greatschools.org/school/rating.page?state=CA&id=5997&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5997&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5997,CA,public,
"500 West Madison, 
El Cajon, CA  92020",El Cajon,Cajon Valley Union School District,676,0606810,661,(619) 579-4852,K-5,5814,2,32.8008,-116.9562,Johnson Elementary School,060681000617,https://www.greatschools.org/california/el-cajon/5814-Johnson-Elementary-School/?s_cid=gsapi,(619) 588-3139,https://www.greatschools.org/school/rating.page?state=CA&id=5814&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5814&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5814,CA,public,http://www.cajonvalley.net/johnson
