CDSCode,District,School,Street,StreetAbr,City,*,State,Phone,OpenDate,Charter,DOCType,SOC,SOCType,GSoffered,Latitude,Longitude,LastUpdate,2016-2017 Total Enrollment,2015-2016 ELA Current Status (avg. distance from level 3),2015-2016 ELA Prior Status (age. Distance from level 3),2015-2016 ELA Change (Difference between current and prior status),2015-2016 ELA Status Level,2015-2016 ELA Status Level (Decode),2015-2016 ELA Change Level,2015-2016 ELA Change Level (Decode),2015-2016 ELA Color,2015-2016 ELA Color (Decode),2015-2016 ELA box,2015-2016 ELA box (Decode),2015-2016 Math Current Status (avg. distance from level 3),2015-2016 Math Prior Status (age. Distance from level 3),2015-2016 Math Change (Difference between current and prior status),2015-2016 Math Status Level,2015-2016 Math Status Level (Decode),2015-2016 Math Change Level,2015-2016 Math Change Level (Decode),2015-2016 Math Color,2015-2016 Math Color (Decode),2015-2016 Math box,2015-2016 Math box (Decode),2016-2017 English Language Learners,2016-2017 % English Language Learners,2016-2017 FRPM Count,2016-2017 % FRPM Count,2015-2016 SAT: AvgScrRead,2015-2016 SAT: AvgScrMath,2015-2016 SAT: AvgScrWrit,2015-2016 SAT: Number of Test Takers Whose Total 2015-2016 SAT Scores Are Greater or Equal to 1500,2015-2016 SAT: % of Test Takers Whose Total 2015-2016 SAT Scores Are Greater or Equal to 1500,2015-2016 Enrollment Grades 10-12,2015-2016 AP Number Tested,2015-2016 % AP Number Tested,2015-2016 AP Score = 1,2015-2016 AP Score = 2,2015-2016 AP Score = 3,2015-2016 AP Score = 4,2015-2016 AP Score = 5,% 2015-2016 AP Score = 1,% 2015-2016 AP Score = 2,% 2015-2016 AP Score = 3,% 2015-2016 AP Score = 4,% 2015-2016 AP Score = 5,IB,AVID,Dual Language,Arts,Education Equity,US News 
37683386059604,San Diego Unified,Dana,1775 Chatsworth Boulevard,1775 Chatsworth Blvd.,San Diego,92106-3709,CA,(619) 225-3897,8/31/1998,N,Unified School District,,Intermediate/Middle Schools (Public),5-6,32.73311,-117.23346,6/6/2016,801,24.7,33,-8.3,4,High,2,Decreased,3,Yellow,70,"High, Declined",-2.2,6,-8.3,4,High,2,Decreased,3,Yellow,70,"High, Declined",59,7%,289,36%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37683386039457,San Diego Unified,Darnall Charter,6020 Hughes Street,6020 Hughes St.,San Diego,92115-6520,CA,(619) 582-1822,7/1/1980,Y,Unified School District,,Elementary Schools (Public),K-8,32.746606,-117.06676,9/9/2016,638,-39.9,-41.1,1.2,2,Low,3,Maintained,3,Yellow,180,"Low, Maintained",-56.6,-60.9,4.3,2,Low,3,Maintained,3,Yellow,180,"Low, Maintained",398,62%,495,78%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37683386106181,San Diego Unified,De Portola Middle,11010 Clairemont Mesa Boulevard,11010 Clairemont Mesa Blvd.,San Diego,92124-1507,CA,(858) 496-8080,7/1/1980,N,Unified School District,,Intermediate/Middle Schools (Public),6-8,32.828049,-117.09202,6/18/2015,932,43.4,39.3,4.1,4,High,3,Maintained,4,Green,80,"High, Maintained",6.6,7.2,-0.6,4,High,3,Maintained,4,Green,80,"High, Maintained",47,5%,406,44%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,x,,x,,
37683386039481,San Diego Unified,Dewey Elementary,3251 Rosecrans Street,3251 Rosecrans St.,San Diego,92110-4835,CA,(619) 430-1800,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-4,32.74754,-117.20804,5/10/2016,345,8.6,-3.3,12,3,Medium,4,Increased,4,Green,140,"Medium, Increased",20.5,-16.3,36.7,4,High,5,Increased Significantly,5,Blue,100,"High, Increased Significantly",58,17%,236,68%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37683386112726,San Diego Unified,Dingeman Elementary,11840 Scripps Creek Drive,11840 Scripps Creek Dr.,San Diego,92131-3701,CA,(858) 549-4437,9/2/1995,N,Unified School District,,Elementary Schools (Public),K-5,32.933134,-117.0907,7/22/2015,822,83,81.7,1.2,5,Very High,3,Maintained,5,Blue,30,"Very High, Maintained",66.9,58.3,8.6,5,Very High,4,Increased,5,Blue,40,"Very High, Increased",126,15%,63,8%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,x,,
37683386099055,San Diego Unified,Doyle Elementary,3950 Berino Court,3950 Berino Ct.,San Diego,92122-1601,CA,(858) 455-6230,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-5,32.863694,-117.22184,6/18/2015,738,58.3,44.9,13.4,5,Very High,4,Increased,5,Blue,40,"Very High, Increased",38.7,29.5,9.2,5,Very High,4,Increased,5,Blue,40,"Very High, Increased",316,43%,244,33%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,x,,
37683380127647,San Diego Unified,e3 Civic High,"395 11th Avenue, 6th Floor","395 11th Ave., 6th Fl.",San Diego,92101,CA,(619) 546-0000,9/3/2013,Y,Unified School District,,High Schools (Public),9-12,32.709215,-117.15465,5/19/2017,458,11.9,-16.4,28.3,0,No Data,0,No Data,0,No Color,0,NO COLOR,-67.1,-99.8,32.7,0,No Data,0,No Data,0,No Color,0,No Color,80,17%,303,66%,452,453,421,9,21%,290,12,4%,*,*,*,*,*,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,
37683380118315,San Diego Unified,East Village High,1405 Park Boulevard,1405 Park Blvd.,San Diego,92101-4717,CA,(619) 525-2000,,N,Unified School District,,Alternative Schools of Choice,9-12,32.720003,-117.15317,3/27/2017,97,0,25.5,0,0,No Data,0,No Data,0,No Color,0,NO COLOR,0,0,0,0,No Data,0,No Data,0,No Color,0,No Color,10,10%,84,87%,*,*,*,*,#VALUE!,89,27,30%,14,5,12,3,0,52%,19%,44%,11%,0%,,,,,,
37683386039499,San Diego Unified,Edison Elementary,4077 35th Street,4077 35th St.,San Diego,92104-2291,CA,(619) 344-5400,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-5,32.751057,-117.11804,7/22/2015,515,-3.3,-24.2,20.9,3,Medium,5,Increased Significantly,4,Green,150,"Medium, Increased Significantly",-22.6,-35.4,12.8,3,Medium,4,Increased,4,Green,140,"Medium, Increased",357,69%,493,96%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37683380129395,San Diego Unified,Elevate Elementary,2285 Murray Ridge Road,2285 Murray Ridge Rd.,San Diego,92123-3934,CA,(858) 751-4774,9/2/2014,Y,Unified School District,,Elementary Schools (Public),K-5,32.786288,-117.14434,6/18/2015,218,79.1,72.9,6.1,5,Very High,3,Maintained,5,Blue,30,"Very High, Maintained",54.2,41.9,12.3,5,Very High,4,Increased,5,Blue,40,"Very High, Increased",9,4%,79,36%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,x,,
37683386039507,San Diego Unified,Emerson/Bandini Elementary,3510 Newton Avenue,3510 Newton Ave.,San Diego,92113-3118,CA,(619) 344-6200,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-6,32.695014,-117.11874,6/18/2015,568,-34,-62.2,28.2,2,Low,5,Increased Significantly,3,Yellow,200,"Low, Increased Significantly",-53.4,-71.9,18.5,2,Low,5,Increased Significantly,3,Yellow,200,"Low, Increased Significantly",402,71%,555,98%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37683380129387,San Diego Unified,Empower Charter,2230 East Jewett Street,2230 East Jewett St.,San Diego,92111-6013,CA,(858) 292-1304,9/24/2014,Y,Unified School District,,Elementary Schools (Public),K-6,32.785291,-117.17251,9/22/2015,113,-33.9,-32.4,-1.5,2,Low,2,Decreased,0,No Color,0,NO COLOR,-49.5,-49.6,0.2,2,Low,3,Maintained,0,No Color,0,No Color,56,50%,83,73%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,x,,,
37683386039515,San Diego Unified,Encanto Elementary,822 65th Street,822 65th St.,San Diego,92114-2818,CA,(619) 344-6700,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-5,32.714909,-117.05804,8/5/2016,472,-18.7,-36.7,18,2,Low,4,Increased,3,Yellow,190,"Low, Increased",-35.8,-50.4,14.6,2,Low,4,Increased,3,Yellow,190,"Low, Increased",202,43%,448,95%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,x,,,
37683380126151,San Diego Unified,Epiphany Prep Charter,6134 Benson Avenue,6134 Benson Ave.,San Diego,92114-4204,CA,(619) 677-2180,9/4/2013,Y,Unified School District,,Elementary Schools (Public),K-8,32.70576,-117.06499,4/20/2016,217,-69.6,-114.1,44.4,2,Low,5,Increased Significantly,3,Yellow,200,"Low, Increased Significantly",-103.7,-109,5.3,1,Very Low,4,Increased,2,Orange,240,"Very Low, Increased",126,58%,64,29%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37683386089015,San Diego Unified,Ericson Elementary,11174 Westonhill Drive,11174 Westonhill Dr.,San Diego,92126-1943,CA,(858) 271-0505,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-5,32.927749,-117.13565,5/10/2016,687,68,52.7,15.2,5,Very High,4,Increased,5,Blue,40,"Very High, Increased",45.2,24.2,21,5,Very High,5,Increased Significantly,5,Blue,50,"Very High, Increased Significantly",202,29%,286,42%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,x,,
37683386039523,San Diego Unified,Euclid Elementary,4166 Euclid Avenue,4166 Euclid Ave.,San Diego,92105-1910,CA,(619) 344-5600,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-5,32.752319,-117.09226,6/18/2015,476,-40.9,-51.2,10.3,2,Low,4,Increased,3,Yellow,190,"Low, Increased",-52.6,-53.9,1.4,2,Low,3,Maintained,3,Yellow,180,"Low, Maintained",345,72%,467,98%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37683380121145,San Diego Unified,Evangeline Roberts Institute of Learning,6785 Imperial Avenue,6785 Imperial Ave.,San Diego,92114-1103,CA,(619) 674-6019,9/6/2011,Y,Unified School District,,Elementary Schools (Public),K-6,32.710816,-117.05157,6/18/2015,130,-92.3,-100.3,8.1,1,Very Low,4,Increased,2,Orange,240,"Very Low, Increased",-90.3,-130.4,40.1,2,Low,5,Increased Significantly,3,Yellow,200,"Low, Increased Significantly",13,10%,123,95%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37683386099063,San Diego Unified,Farb Middle,4880 La Cuenta Drive,4880 La Cuenta Dr.,San Diego,92124-3015,CA,(858) 397-6750,7/1/1980,N,Unified School District,,Intermediate/Middle Schools (Public),6-8,32.819754,-117.09995,5/10/2016,415,15.4,7.8,7.6,4,High,4,Increased,4,Green,90,"High, Increased",-34.8,-34.7,-0.1,2,Low,3,Maintained,3,Yellow,180,"Low, Maintained",28,7%,282,68%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,x,,x,,
37683386039762,San Diego Unified,Fay Elementary,4080 52nd Street,4080 52nd St.,San Diego,92105-2209,CA,(619) 624-2600,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-5,32.750942,-117.08361,6/18/2015,696,-37.7,-53.5,15.8,2,Low,4,Increased,3,Yellow,190,"Low, Increased",-52.7,-64.2,11.5,2,Low,4,Increased,3,Yellow,190,"Low, Increased",401,58%,678,97%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,x,,,
37683386039556,San Diego Unified,Field Elementary,4375 Bannock Avenue,4375 Bannock Ave.,San Diego,92117-2810,CA,(858) 800-5900,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-6,32.832971,-117.19927,6/18/2015,296,-11,-40.9,29.9,2,Low,5,Increased Significantly,3,Yellow,200,"Low, Increased Significantly",-26.9,-55.5,28.6,2,Low,5,Increased Significantly,3,Yellow,200,"Low, Increased Significantly",153,52%,233,79%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,x,,,
37683386039564,San Diego Unified,Fletcher Elementary,7666 Bobolink Way,7666 Bobolink Way,San Diego,92123-3701,CA,(858) 496-8100,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-5,32.785778,-117.1585,6/18/2015,199,-1.7,-6.2,4.5,3,Medium,3,Maintained,3,Yellow,130,"Medium, Maintained",5.9,-7.1,13,4,High,4,Increased,4,Green,90,"High, Increased",39,20%,117,59%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37683386039572,San Diego Unified,Florence Elementary,3914 First Avenue,3914 First Ave.,San Diego,92103-3089,CA,(619) 344-5900,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-5,32.748814,-117.16391,7/22/2015,244,-1.8,-11.5,9.7,3,Medium,4,Increased,4,Green,140,"Medium, Increased",-11.1,-17,5.9,3,Medium,4,Increased,4,Green,140,"Medium, Increased",84,34%,186,76%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37683386039598,San Diego Unified,Foster Elementary,6550 51st Street,6550 51st St.,San Diego,92120-2794,CA,(619) 582-2728,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-5,32.791734,-117.0841,6/18/2015,381,5.6,-4.4,10,3,Medium,4,Increased,4,Green,140,"Medium, Increased",-22.5,-39.8,17.4,3,Medium,5,Increased Significantly,4,Green,150,"Medium, Increased Significantly",75,20%,207,54%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37683386039606,San Diego Unified,Franklin Elementary,4481 Copeland Avenue,4481 Copeland Ave.,San Diego,92116-4802,CA,(619) 344-3000,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-5,32.75806,-117.104,7/22/2015,324,-29.5,-49.2,19.7,2,Low,4,Increased,3,Yellow,190,"Low, Increased",-45.7,-53.7,8,2,Low,4,Increased,3,Yellow,190,"Low, Increased",154,48%,261,81%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37683386039614,San Diego Unified,Freese Elementary,8140 Greenlawn Drive,8140 Greenlawn Dr.,San Diego,92114-7309,CA,(619) 344-3100,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-5,32.703611,-117.02741,6/18/2015,319,-38.4,-29.6,-8.8,2,Low,2,Decreased,2,Orange,170,"Low, Declined",-59.7,-31.6,-28.1,2,Low,1,Decreased Significantly,1,Red,160,"Low, Declined Significantly",124,39%,286,90%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37683386039630,San Diego Unified,Fulton K-8,7055 Skyline Drive,7055 Skyline Dr.,San Diego,92114-5930,CA,(619) 344-3200,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-8,32.702667,-117.04741,11/10/2016,363,-38.1,-48,9.9,2,Low,4,Increased,3,Yellow,190,"Low, Increased",-48.6,-66.7,18.1,2,Low,5,Increased Significantly,3,Yellow,200,"Low, Increased Significantly",139,38%,326,90%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,x,,,,
37683386039648,San Diego Unified,Gage Elementary,6811 Bisby Lake Drive,6811 Bisby Lake Dr.,San Diego,92119-1918,CA,(619) 463-0202,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-5,32.80671,-117.01542,6/18/2015,497,-1.7,2.2,-3.9,3,Medium,2,Decreased,2,Orange,120,"Medium, Declined",-26.9,-19.2,-7.7,2,Low,2,Decreased,2,Orange,170,"Low, Declined",64,13%,214,43%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,x,,,
37683386039655,San Diego Unified,Garfield Elementary,4487 Oregon Street,4487 Oregon St.,San Diego,92116-3018,CA,(619) 362-4300,9/7/1999,N,Unified School District,,Elementary Schools (Public),K-5,32.7583,-117.13512,6/18/2015,311,-0.4,-48,47.6,3,Medium,5,Increased Significantly,4,Green,150,"Medium, Increased Significantly",-29.9,-57.2,27.4,2,Low,5,Increased Significantly,3,Yellow,200,"Low, Increased Significantly",139,45%,272,87%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37683380108266,San Diego Unified,Golden Hill K-8,1240 33rd Street,1240 33rd St.,San Diego,92102-2409,CA,(619) 236-5600,9/6/2006,N,Unified School District,,Elementary Schools (Public),K-8,32.71876,-117.12318,6/18/2015,386,-26.6,-44.9,18.3,2,Low,4,Increased,3,Yellow,190,"Low, Increased",-78.6,-78.5,0,2,Low,3,Maintained,3,Yellow,180,"Low, Maintained",171,44%,337,87%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,x,,,
37683380119610,San Diego Unified,Gompers Preparatory Academy,1005 47th Street,1005 47th St.,San Diego,92102-3626,CA,(619) 263-2171,8/31/2009,Y,Unified School District,,K-12 Schools (Public),6-12,32.716111,-117.09357,3/27/2017,1237,-24.6,-45.1,20.5,0,No Data,0,No Data,0,No Color,0,NO COLOR,-84.6,-99.9,15.3,0,No Data,0,No Data,0,No Color,0,No Color,288,23%,1121,91%,370,374,366,3,2%,390,173,44%,142,56,23,22,5,82%,32%,13%,13%,3%,,,,,,
37683386039671,San Diego Unified,Grant K-8,1425 Washington Place,1425 Washington Pl.,San Diego,92103-1792,CA,(619) 293-4420,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-8,32.749893,-117.17562,7/22/2015,732,42.9,28.6,14.3,4,High,4,Increased,4,Green,90,"High, Increased",8,8,0,4,High,3,Maintained,4,Green,80,"High, Maintained",42,6%,197,27%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37683386039697,San Diego Unified,Green Elementary,7030 Wandermere Place,7030 Wandermere Pl.,San Diego,92119-2969,CA,(619) 460-5755,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-5,32.796445,-117.04495,7/22/2015,455,49.2,38.3,10.9,5,Very High,4,Increased,5,Blue,40,"Very High, Increased",43.6,31.6,12,5,Very High,4,Increased,5,Blue,40,"Very High, Increased",48,11%,131,29%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37683386109599,San Diego Unified,Hage Elementary,9750 Galvin Avenue,9750 Galvin Ave.,San Diego,92126-4823,CA,(858) 566-0273,9/4/1990,N,Unified School District,,Elementary Schools (Public),K-5,32.920514,-117.12094,6/18/2015,700,26.9,15.7,11.3,4,High,4,Increased,4,Green,90,"High, Increased",12.5,-2.2,14.7,4,High,4,Increased,4,Green,90,"High, Increased",176,25%,257,37%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37683386039705,San Diego Unified,Hamilton Elementary,2807 Fairmount Avenue,2807 Fairmount Ave.,San Diego,92105-4635,CA,(619) 344-6800,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-5,32.736135,-117.10096,6/18/2015,505,-29.1,-47.2,18,2,Low,4,Increased,3,Yellow,190,"Low, Increased",-39.5,-45.8,6.4,2,Low,4,Increased,3,Yellow,190,"Low, Increased",332,66%,486,96%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37683386096051,San Diego Unified,Hancock Elementary,3303 Taussig Street,3303 Taussig St.,San Diego,92124-3501,CA,(858) 496-8310,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-5,32.805301,-117.108,8/5/2016,625,2.9,-17.2,20.1,3,Medium,5,Increased Significantly,4,Green,150,"Medium, Increased Significantly",-13.8,-30.3,16.5,3,Medium,5,Increased Significantly,4,Green,150,"Medium, Increased Significantly",27,4%,433,69%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37683386039713,San Diego Unified,Hardy Elementary,5420 Montezuma Road,5420 Montezuma Rd.,San Diego,92115-1329,CA,(619) 582-0136,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-5,32.771216,-117.07974,5/10/2016,380,21.4,21.3,0.1,4,High,3,Maintained,4,Green,80,"High, Maintained",19.6,5.6,14,4,High,4,Increased,4,Green,90,"High, Increased",125,33%,199,52%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37683386040018,San Diego Unified,Harriet Tubman Village Charter,6880 Mohawk Street,6880 Mohawk St.,San Diego,92115-1728,CA,(619) 668-8635,7/1/1980,Y,Unified School District,,Elementary Schools (Public),K-8,32.769775,-117.04975,8/17/2016,351,-35,-35,0.1,2,Low,3,Maintained,3,Yellow,180,"Low, Maintained",-44.7,-61.6,16.9,2,Low,5,Increased Significantly,3,Yellow,200,"Low, Increased Significantly",138,39%,319,91%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,x,,,,
37683386039721,San Diego Unified,Hawthorne Elementary,4750 Lehrer Drive,4750 Lehrer Dr.,San Diego,92117-1358,CA,(858) 273-3341,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-6,32.838493,-117.18864,6/18/2015,227,-3.4,-17.3,13.9,3,Medium,4,Increased,4,Green,140,"Medium, Increased",-27.2,-36.2,9,2,Low,4,Increased,3,Yellow,190,"Low, Increased",72,32%,173,76%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,X,,,,,
37683380114462,San Diego Unified,Health Sciences High,"3910 University Avenue, Suite 100","3910 University Ave., Ste. 100",San Diego,92105-7302,CA,(619) 528-9070,9/4/2007,Y,Unified School District,,High Schools (Public),9-12,32.749745,-117.11047,3/27/2017,594,32.9,-37.3,70.3,0,No Data,0,No Data,0,No Color,0,NO COLOR,-82,-114.2,32.1,0,No Data,0,No Data,0,No Color,0,No Color,121,20%,405,68%,441,441,418,20,21%,445,1,0%,*,*,*,*,*,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,
37683380128066,San Diego Unified,Health Sciences Middle,"3910 University Avenue, Suite 100","3910 University Ave., Ste. 100",San Diego,92102-7302,CA,(619) 528-9070,8/1/2013,Y,Unified School District,,Intermediate/Middle Schools (Public),6-8,32.749928,-117.11,5/19/2017,129,-23.7,-35.6,11.8,2,Low,4,Increased,3,Yellow,190,"Low, Increased",-84.5,-97.1,12.7,2,Low,4,Increased,3,Yellow,190,"Low, Increased",31,24%,99,77%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37683386039739,San Diego Unified,Hearst Elementary,6230 Del Cerro Boulevard,6230 Del Cerro Blvd.,San Diego,92120-4604,CA,(619) 583-5704,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-5,32.782889,-117.06432,6/18/2015,495,57.5,44.6,12.9,5,Very High,4,Increased,5,Blue,40,"Very High, Increased",49,41.8,7.2,5,Very High,4,Increased,5,Blue,40,"Very High, Increased",55,11%,92,19%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37683383732781,San Diego Unified,Henry High,6702 Wandermere Drive,6702 Wandermere Dr.,San Diego,92120-3250,CA,(619) 286-7700,7/1/1980,N,Unified School District,,High Schools (Public),9-12,32.796333,-117.05148,3/17/2017,2390,66.6,27.3,39.3,0,No Data,0,No Data,0,No Color,0,NO COLOR,2.1,-9.6,11.6,0,No Data,0,No Data,0,No Color,0,No Color,99,4%,968,41%,518,529,490,224,54%,1768,639,36%,99,227,335,314,250,15%,36%,52%,49%,39%,,x,,,,Silver
37683386089023,San Diego Unified,Hickman Elementary,10850 Montongo Street,10850 Montongo St.,San Diego,92126-2629,CA,(858) 271-5210,7/1/1980,N,Unified School District,,Elementary Schools (Public),K-5,32.914994,-117.15224,6/18/2015,420,41.2,38.5,2.6,4,High,3,Maintained,4,Green,80,"High, Maintained",27.8,14.6,13.2,4,High,4,Increased,4,Green,90,"High, Increased",136,32%,153,36%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,x,
37683380131565,San Diego Unified,High Tech Elementary,2150 Cushing Road,2150 Cushing Rd.,San Diego,92106-6189,CA,(619) 564-6700,8/24/2015,Y,Unified School District,,Elementary Schools (Public),K-5,32.731713,-117.21737,4/5/2017,401,1.4,0,0,3,Medium,0,No Data,0,No Color,0,NO COLOR,-39,0,0,2,Low,0,No Data,0,No Color,0,No Color,64,16%,186,46%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37683386117683,San Diego Unified,High Tech Elementary Explorer,2230 Truxtun Road 1st Floor,2230 Truxtun Rd. 1st Fl.,San Diego,92106-6128,CA,(619) 795-3600,9/5/2000,Y,Unified School District,,Elementary Schools (Public),K-5,32.734604,-117.21975,11/24/2015,353,15.7,22.3,-6.6,4,High,2,Decreased,3,Yellow,70,"High, Declined",-22.3,-11.5,-10.7,3,Medium,1,Decreased Significantly,2,Orange,110,"Medium, Declined Significantly",44,12%,127,36%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
